S	0mV	10mV	30mV	50mV	70mV	90mV	110mV
0.0712	0	4.19047619047619e-11	8.05367195767196e-11	1.22392380952381e-10	1.65714285714286e-10	2.11379470899471e-10	2.80049100529101e-10
0.0716	0	4.19047619047619e-11	8.0285291005291e-11	1.22015238095238e-10	1.65714285714286e-10	2.11253756613757e-10	2.80174814814815e-10
0.072	0	4.19047619047619e-11	8.00338624338624e-11	1.21638095238095e-10	1.65714285714286e-10	2.11128042328042e-10	2.80300529100529e-10
0.0724	0	4.19047619047619e-11	7.97824338624339e-11	1.21260952380952e-10	1.65714285714286e-10	2.11002328042328e-10	2.80426243386243e-10
0.0728	0	4.19047619047619e-11	7.95310052910053e-11	1.2088380952381e-10	1.65714285714286e-10	2.10876613756614e-10	2.80551957671958e-10
0.0732	0	4.19475132275132e-11	7.93650793650794e-11	1.2093417989418e-10	1.65714285714286e-10	2.107508994709e-10	2.80720423280423e-10
0.0736	0	4.20732275132275e-11	7.93650793650794e-11	1.2181417989418e-10	1.65714285714286e-10	2.10625185185185e-10	2.80971851851852e-10
0.074	0	4.21989417989418e-11	7.93650793650794e-11	1.2269417989418e-10	1.65714285714286e-10	2.10499470899471e-10	2.8122328042328e-10
0.0744	0	4.23246560846561e-11	7.93650793650794e-11	1.2357417989418e-10	1.65714285714286e-10	2.10373756613757e-10	2.81474708994709e-10
0.0748	0	4.24503703703704e-11	7.93650793650794e-11	1.2445417989418e-10	1.65714285714286e-10	2.10248042328042e-10	2.81726137566138e-10
0.0752	0	4.25746285714286e-11	7.93301333333333e-11	1.24939580952381e-10	1.65434717460317e-10	2.10403352380952e-10	2.81764977777778e-10
0.0756	0	4.26953142857143e-11	7.92094476190476e-11	1.24456838095238e-10	1.64469231746032e-10	2.11248152380952e-10	2.81282234920635e-10
0.076	0	4.2816e-11	7.90887619047619e-11	1.23974095238095e-10	1.63503746031746e-10	2.12092952380952e-10	2.80799492063492e-10
0.0764	0	4.29366857142857e-11	7.89680761904762e-11	1.23491352380952e-10	1.6253826031746e-10	2.12937752380952e-10	2.80316749206349e-10
0.0768	0	4.30573714285714e-11	7.88473904761905e-11	1.2300860952381e-10	1.61572774603175e-10	2.13782552380952e-10	2.79834006349206e-10
0.0772	0	4.31566137566138e-11	7.87301587301587e-11	1.22532486772487e-10	1.60656507936508e-10	2.14621164021164e-10	2.79314708994709e-10
0.0776	0	4.25280423280423e-11	7.87301587301587e-11	1.22281058201058e-10	1.61410793650794e-10	2.15249735449735e-10	2.77554708994709e-10
0.078	0	4.18994708994709e-11	7.87301587301587e-11	1.2202962962963e-10	1.62165079365079e-10	2.15878306878307e-10	2.75794708994709e-10
0.0784	0	4.12708994708995e-11	7.87301587301587e-11	1.21778201058201e-10	1.62919365079365e-10	2.16506878306878e-10	2.74034708994709e-10
0.0788	0	4.0642328042328e-11	7.87301587301587e-11	1.21526772486772e-10	1.63673650793651e-10	2.1713544973545e-10	2.72274708994709e-10
0.0792	0	4.00137566137566e-11	7.87301587301587e-11	1.21275343915344e-10	1.64427936507937e-10	2.17764021164021e-10	2.70514708994709e-10
0.0796	0	4e-11	7.84842328042328e-11	1.21146878306878e-10	1.64321481481481e-10	2.17162962962963e-10	2.70599153439153e-10
0.08	0	4e-11	7.82328042328042e-11	1.21021164021164e-10	1.64195767195767e-10	2.16534391534392e-10	2.70724867724868e-10
0.0804	0	4e-11	7.79813756613757e-11	1.2089544973545e-10	1.64070052910053e-10	2.1590582010582e-10	2.70850582010582e-10
0.0808	0	4e-11	7.77299470899471e-11	1.20769735449735e-10	1.63944338624339e-10	2.15277248677249e-10	2.70976296296296e-10
0.0812	0	4e-11	7.74785185185185e-11	1.20644021164021e-10	1.63818624338624e-10	2.14648677248677e-10	2.71102010582011e-10
0.0816	0	3.98833862433862e-11	7.69938624338625e-11	1.20285079365079e-10	1.63459682539683e-10	2.14953015873016e-10	2.71577566137566e-10
0.082	0	3.9757671957672e-11	7.64910052910053e-11	1.19907936507937e-10	1.6308253968254e-10	2.15330158730159e-10	2.72080423280423e-10
0.0824	0	3.96319576719577e-11	7.59881481481482e-11	1.19530793650794e-10	1.62705396825397e-10	2.15707301587302e-10	2.72583280423281e-10
0.0828	0	3.95062433862434e-11	7.5485291005291e-11	1.19153650793651e-10	1.62328253968254e-10	2.16084444444444e-10	2.73086137566138e-10
0.0832	0	3.93805291005291e-11	7.49824338624339e-11	1.18776507936508e-10	1.61951111111111e-10	2.16461587301587e-10	2.73588994708995e-10
0.0836	0	3.91445502645503e-11	7.48103703703704e-11	1.18840423280423e-10	1.61463703703704e-10	2.15956613756614e-10	2.74312380952381e-10
0.084	0	3.88931216931217e-11	7.46846560846561e-11	1.18966137566138e-10	1.60960846560847e-10	2.15328042328042e-10	2.75066666666667e-10
0.0844	0	3.86416931216931e-11	7.45589417989418e-11	1.19091851851852e-10	1.60457989417989e-10	2.14699470899471e-10	2.75820952380952e-10
0.0848	0	3.83902645502646e-11	7.44332275132275e-11	1.19217566137566e-10	1.59955132275132e-10	2.14070899470899e-10	2.76575238095238e-10
0.0852	0	3.8138835978836e-11	7.43075132275132e-11	1.1934328042328e-10	1.59452275132275e-10	2.13442328042328e-10	2.77329523809524e-10
0.0856	0	3.85108994708995e-11	7.43896296296296e-11	1.19261164021164e-10	1.59988571428571e-10	2.12813756613757e-10	2.7673291005291e-10
0.086	0	3.90137566137566e-11	7.45153439153439e-11	1.1913544973545e-10	1.60742857142857e-10	2.12185185185185e-10	2.7585291005291e-10
0.0864	0	3.95166137566137e-11	7.46410582010582e-11	1.19009735449735e-10	1.61497142857143e-10	2.11556613756614e-10	2.7497291005291e-10
0.0868	0	4.00194708994709e-11	7.47667724867725e-11	1.18884021164021e-10	1.62251428571429e-10	2.10928042328042e-10	2.7409291005291e-10
0.0872	0	4.0522328042328e-11	7.48924867724868e-11	1.18758306878307e-10	1.63005714285714e-10	2.10299470899471e-10	2.7321291005291e-10
0.0876	0	4.04397883597884e-11	7.48230687830688e-11	1.19022857142857e-10	1.63077037037037e-10	2.1015873015873e-10	2.7233291005291e-10
0.088	0	4.01883597883598e-11	7.46973544973545e-11	1.194e-10	1.62951322751323e-10	2.1015873015873e-10	2.7145291005291e-10
0.0884	0	3.99369312169312e-11	7.45716402116402e-11	1.19777142857143e-10	1.62825608465608e-10	2.1015873015873e-10	2.7057291005291e-10
0.0888	0	3.96855026455027e-11	7.44459259259259e-11	1.20154285714286e-10	1.62699894179894e-10	2.1015873015873e-10	2.6969291005291e-10
0.0892	0	3.94340740740741e-11	7.43202116402116e-11	1.20531428571429e-10	1.6257417989418e-10	2.1015873015873e-10	2.6881291005291e-10
0.0896	0	3.90002116402116e-11	7.40120634920635e-11	1.20634920634921e-10	1.62174814814815e-10	2.09793862433862e-10	2.67750476190476e-10
0.09	0	3.84973544973545e-11	7.36349206349206e-11	1.20634920634921e-10	1.61671957671958e-10	2.09291005291005e-10	2.66619047619048e-10
0.0904	0	3.79944973544973e-11	7.32577777777778e-11	1.20634920634921e-10	1.61169100529101e-10	2.08788148148148e-10	2.65487619047619e-10
0.0908	0	3.74916402116402e-11	7.28806349206349e-11	1.20634920634921e-10	1.60666243386243e-10	2.08285291005291e-10	2.6435619047619e-10
0.0912	0	3.69887830687831e-11	7.25034920634921e-11	1.20634920634921e-10	1.60163386243386e-10	2.07782433862434e-10	2.63224761904762e-10
0.0916	0	3.69883428571429e-11	7.22180063492064e-11	1.20634920634921e-10	1.6e-10	2.07537574603175e-10	2.62694196825397e-10
0.092	0	3.72297142857143e-11	7.19766349206349e-11	1.20634920634921e-10	1.6e-10	2.07416888888889e-10	2.62452825396825e-10
0.0924	0	3.74710857142857e-11	7.17352634920635e-11	1.20634920634921e-10	1.6e-10	2.07296203174603e-10	2.62211453968254e-10
0.0928	0	3.77124571428571e-11	7.14938920634921e-11	1.20634920634921e-10	1.6e-10	2.07175517460317e-10	2.61970082539682e-10
0.0932	0	3.79538285714286e-11	7.12525206349206e-11	1.20634920634921e-10	1.6e-10	2.07054831746032e-10	2.61728711111111e-10
0.0936	0	3.79911111111111e-11	7.12152380952381e-11	1.2032253968254e-10	1.59271111111111e-10	2.06932063492064e-10	2.61743492063492e-10
0.094	0	3.77396825396825e-11	7.14666666666667e-11	1.19568253968254e-10	1.57511111111111e-10	2.06806349206349e-10	2.62120634920635e-10
0.0944	0	3.7488253968254e-11	7.17180952380952e-11	1.18813968253968e-10	1.55751111111111e-10	2.06680634920635e-10	2.62497777777778e-10
0.0948	0	3.72368253968254e-11	7.19695238095238e-11	1.18059682539683e-10	1.53991111111111e-10	2.06554920634921e-10	2.62874920634921e-10
0.0952	0	3.69853968253968e-11	7.22209523809524e-11	1.17305396825397e-10	1.52231111111111e-10	2.06429206349206e-10	2.63252063492063e-10
0.0956	0	3.6688253968254e-11	7.23352380952381e-11	1.16551111111111e-10	1.51019682539683e-10	2.06577777777778e-10	2.63857777777778e-10
0.096	0	3.63111111111111e-11	7.22095238095238e-11	1.15796825396825e-10	1.50768253968254e-10	2.07206349206349e-10	2.64863492063492e-10
0.0964	0	3.59339682539682e-11	7.20838095238095e-11	1.1504253968254e-10	1.50516825396825e-10	2.07834920634921e-10	2.65869206349206e-10
0.0968	0	3.55568253968254e-11	7.19580952380952e-11	1.14288253968254e-10	1.50265396825397e-10	2.08463492063492e-10	2.66874920634921e-10
0.0972	0	3.51796825396825e-11	7.18323809523809e-11	1.13533968253968e-10	1.50013968253968e-10	2.09092063492064e-10	2.67880634920635e-10
0.0976	0	3.48812698412698e-11	7.17853968253968e-11	1.12937142857143e-10	1.4984126984127e-10	2.09563174603175e-10	2.68335238095238e-10
0.098	0	3.47555555555556e-11	7.19111111111111e-11	1.12685714285714e-10	1.4984126984127e-10	2.09688888888889e-10	2.67580952380952e-10
0.0984	0	3.46298412698413e-11	7.20368253968254e-11	1.12434285714286e-10	1.4984126984127e-10	2.09814603174603e-10	2.66826666666667e-10
0.0988	0	3.4504126984127e-11	7.21625396825397e-11	1.12182857142857e-10	1.4984126984127e-10	2.09940317460317e-10	2.66072380952381e-10
0.0992	0	3.43784126984127e-11	7.2288253968254e-11	1.11931428571429e-10	1.4984126984127e-10	2.10066031746032e-10	2.65318095238095e-10
0.0996	0	3.42857142857143e-11	7.23809523809524e-11	1.11746031746032e-10	1.4984126984127e-10	2.10290793650794e-10	2.64365714285714e-10
0.1	0	3.42857142857143e-11	7.2e-11	1.11746031746032e-10	1.4984126984127e-10	2.10793650793651e-10	2.62857142857143e-10
0.1004	0	3.22742857142857e-11	7.01897142857142e-11	1.10840888888889e-10	1.45870899470899e-10	2.08782222222222e-10	2.5984e-10
0.1008	0	2.65295238095235e-11	6.12114285714279e-11	1.09935746031746e-10	7.0503896103894e-11	1.78753015873013e-10	2.19702857142854e-10
0.1012	0	-1.06819047619053e-11	-8.18285714285809e-12	-9.39428571428728e-12	-6.80103896103919e-11	-8.74260317460354e-11	-1.33302857142862e-10
0.1016	0	-3.74400000000002e-11	-5.90171428571431e-11	-1.05325714285715e-10	-1.61142857142858e-10	-2.68982857142859e-10	-3.78439480519483e-10
0.102	0	-2.53714285714285e-11	-4.09142857142855e-11	-6.30857142857139e-11	-8.5714285714285e-11	-1.3622857142857e-10	-2.2291948051948e-10
0.1024	0	-1.61828571428571e-11	-2.56914285714283e-11	-3.0445714285714e-11	-3.1405714285714e-11	-4.18742857142854e-11	-6.73994805194777e-11
0.1028	0	-1.31657142857143e-11	-1.664e-11	-1.83771428571429e-11	-2.23542857142857e-11	-2.98057142857143e-11	-3.75053061224491e-11
0.1032	0	-1.01485714285714e-11	-1.04330158730159e-11	-1.07885714285714e-11	-1.58628571428571e-11	-2.02971428571428e-11	-2.66514285714285e-11
0.1036	0	-7.13142857142857e-12	-8.08634920634925e-12	-9.28000000000003e-12	-1.28457142857143e-11	-1.42628571428572e-11	-2.21257142857144e-11
0.104	0	-5.18095238095237e-12	-5.73968253968255e-12	-7.77142857142858e-12	-9.82857142857144e-12	-1.03619047619047e-11	-1.76e-11
0.1044	0	-4.17523809523807e-12	-3.39301587301585e-12	-6.26285714285713e-12	-6.81142857142854e-12	-8.35047619047614e-12	-1.30742857142857e-11
0.1048	0	-3.16952380952381e-12	-2.11301587301588e-12	-4.75428571428573e-12	-4.75428571428573e-12	-6.33904761904762e-12	-1.01485714285714e-11
0.1052	0	-2.16380952380951e-12	-1.44253968253968e-12	-3.24571428571428e-12	-3.24571428571428e-12	-4.32761904761903e-12	-8.13714285714284e-12
0.1056	0	-1.15809523809525e-12	-7.72063492063504e-13	-1.73714285714288e-12	-1.73714285714288e-12	-2.31619047619051e-12	-6.12571428571431e-12
0.106	0	-1.52380952380956e-13	-1.01587301587304e-13	-2.28571428571435e-13	-2.28571428571435e-13	-3.04761904761912e-13	-4.1142857142857e-12
0.1064	0	0	0	0	0	0	-2.10285714285709e-12
0.1068	0	0	0	0	0	0	-9.14285714285601e-14
0.1072	0	0	0	0	0	0	0
0.1076	0	0	0	0	0	0	0
0.108	0	0	0	0	0	0	0
0.1084	0	0	0	0	0	0	0
0.1088	0	0	0	0	0	0	0
0.1092	0	0	0	0	0	0	0
0.1096	0	0	0	0	0	0	0
0.11	0	0	0	0	0	0	0
0.1104	0	0	0	0	0	0	0
0.1108	0	0	0	0	0	0	0
0.1112	0	0	0	0	0	0	0
0.1116	0	0	0	0	0	0	0
0.112	0	0	0	0	0	0	0
0.1124	0	0	0	0	0	0	0
0.1128	0	0	0	0	0	0	0
0.1132	0	0	0	0	0	0	0
0.1136	0	0	0	0	0	0	0
0.114	0	0	0	0	0	0	0
0.1144	0	0	0	0	0	0	0
0.1148	0	0	0	0	0	0	0
0.1152	0	0	0	0	0	0	0
0.1156	0	0	0	0	0	0	0
0.116	0	0	0	0	0	0	0
0.1164	0	0	0	0	0	0	0
0.1168	0	0	0	0	0	0	0
0.1172	0	0	0	0	0	0	0
0.1176	0	0	0	0	0	0	0
0.118	0	0	0	0	0	0	0
0.1184	0	0	0	0	0	0	0
0.1188	0	0	0	0	0	0	0
0.1192	0	0	0	0	0	0	0
0.1196	0	0	0	0	0	0	0
0.12	0	0	0	0	0	0	0
